3;bzk;['zzz'];1;2.2769925359999945
3;vzr;['var', 'ver'];4;2.269650292999998
3;xdf;['fax', 'fix'];2;2.285958793000006
3;huv;['hiv', 'hub', 'huc', 'hui', 'hum', 'suv'];18;2.27502824299998
3;xbi;['bi', 'ibi', 'obi', 'ubi', 'xi'];17;2.266667708
3;fck;['cif'];1;2.290756630000004
3;djr;['dar', 'dir', 'dj'];5;2.2746553160000076
3;ljb;['lob'];6;2.276788627000002
3;dff;['off', 'uff'];27;2.252669181999977
3;txn;['tan', 'ten', 'ton'];7;2.2666674909999642
3;mgs;['mas', 'mms', 'mps'];12;2.275821430999997
3;hoc;['coc', 'doc', 'hac', 'ho', 'hoi', 'hop', 'huc', 'oc', 'toc'];32;2.280278026000019
3;luy;['lue', 'lui', 'lux'];8;2.2756246979999446
3;jpe;['ape', 'epe', 'pe'];15;2.273571242999992
3;hlg;['hag'];6;2.2752511190000178
3;ntm;['mm', 'net', 'nit', 'nut'];10;2.2663136279999776
3;qay;['gay', 'jay', 'qat'];6;2.2661894810000263
3;afl;['afa', 'afe', 'al', 'asl'];42;2.269470173000002
3;fbn;['fan', 'fen', 'fin', 'fon'];7;2.276282666000043
3;obk;['obi', 'ok'];22;2.2789942480000036
3;txs;['tus'];14;2.2878614319999997
3;kin;['cin', 'din', 'fin', 'gin', 'in', 'kip', 'kit', 'kiu', 'pin', 'sin', 'yin'];26;2.2683458289999407
3;zyk;['kyu', 'yak', 'zzz'];3;2.270620724000082
3;cjb;['cab'];5;2.268441413000005
3;tvq;['tv'];3;2.2621830140000156
3;nhv;['hiv', 'neh'];7;2.268355423999992
3;efr;['afe', 'arf', 'ber', 'ee', 'era', 'ere', 'erg', 'eri', 'ero', 'far', 'fe', 'fer', 'for', 'fra', 'ife', 'per', 'ser', 'ter', 'ver'];42;2.2745722650000744
3;saj;['sa', 'sai', 'san', 'sao', 'sax'];26;2.278800810000007
3;spi;['spi'];51;1.99307843400004
3;mbo;['bo', 'mao', 'meo', 'mho', 'mio', 'mo', 'mob'];39;2.268304834999981
3;laf;['la', 'lae', 'lai', 'lao', 'paf', 'taf', 'zaf'];42;2.277519622
3;peu;['leu', 'pe', 'pei', 'pel', 'per', 'pet', 'piu', 'pu'];42;2.2705254960000048
3;ohf;['off', 'oh', 'ohe', 'ohi', 'ohm'];26;2.2726598420000528
3;xml;['mal', 'mel', 'mm', 'mol'];8;2.270797461000029
3;ado;['ad', 'ade', 'adi', 'ago', 'aho', 'aio', 'alo', 'amo', 'ano', 'apo', 'aro', 'ato', 'avo', 'do', 'ido', 'odo', 'sdo'];65;2.270587313999954
3;cje;['ce', 'che'];9;2.271223974999998
3;wfe;['afe', 'fe', 'ife'];14;2.274373467000032
3;jhh;['ah', 'eh', 'ha', 'he', 'hi', 'hm', 'ho', 'ih', 'mmh', 'oh', 'ph', 'rh', 'ssh', 'uh'];17;2.2603913760000296
3;njx;['nix'];1;2.2808875580001313
3;rct;['cct'];17;2.271125971999936
3;scy;['sci'];6;2.2848303559999295
3;lce;['ace', 'ce', 'lae', 'le', 'lee', 'lie', 'lue'];38;2.273010333000002
3;mqd;['mod'];3;2.2614073949998783
3;okv;['ok', 'opv'];16;2.2676180240000576
3;qbb;['ba', 'be', 'bi', 'bo', 'bob', 'bu', 'ebe', 'ibi', 'qu'];12;2.253107961000069
3;dsl;['asl', 'dal', 'del'];14;2.276814933999958
3;dhy;['dry'];3;2.2755104029999984
3;bij;['bi', 'big', 'bio', 'bip', 'bis', 'bit'];14;2.290914812999972
3;xxz;['cx', 'ex', 'xi', 'zzz'];8;2.255917151999938
3;xik;['xi'];8;2.272787363000134
4;svdq;[];0;2.253248484999858
4;bfhd;[];0;2.2419947659998343
4;ssek;['asse', 'esse', 'isse', 'osse'];4;2.265407752999863
4;zrbb;[];0;2.2464170329999433
4;pskp;[];0;2.2457537309999225
4;aqbr;[];0;2.2476969320000535
4;ehdb;[];0;2.2430241849999675
4;rqnr;[];0;2.2455290210000385
4;qnxc;[];0;2.2546109540001
4;mdhe;[];0;2.2436490309999044
4;oqbn;[];0;2.242653741999902
